#number;groundtruth;mba
78;(x + y);((x + y) ^ (~ (y + (~ y))))
79;(x + y);(x + ((~ x) + (- ((- x) + (~ y)))))
80;(x + y);(~ ((x ^ (~ (x & (~ x)))) + (- y)))
81;(x + y);(x + (~ ((~ x) ^ (x ^ y))))
82;(x + y);((x | ((x ^ y) ^ y)) + y)
83;(x + y);(~ (((~ x) + (- x)) + (- ((- x) + y))))
84;(x + y);(~ (x + (- (x + (- ((- x) + (~ y)))))))
85;(x + y);(- (((- x) + (~ (x | (~ x)))) + (- y)))
86;(x + y);(x + (- (x + (- (x + y)))))
87;(x + y);(~ ((- x) + (x + ((- x) + (~ y)))))
88;(x + y);(~ ((~ ((x ^ y) ^ y)) + (- y)))
89;(x + y);((x + y) ^ (~ (y ^ (~ y))))
90;(x + y);((- (((- x) + y) + (- y))) + y)
91;(x + y);(~ ((x ^ (~ x)) + (- (x + y))))
92;(x + y);((x + y) + (~ ((~ (x & y)) | y)))
93;(x + y);(x + (- ((~ y) + (- (y ^ (~ y))))))
94;(x + y);(~ (((~ (x + y)) + (- y)) + y))
95;(x + y);((~ ((- x) + (~ y))) & (x + y))
96;(x + y);((x & (~ ((~ x) & y))) + y)
97;(x + y);(~ (((- x) + (~ y)) & (~ (x & (~ x)))))
98;(x + y);((- (x & (~ x))) + (x + y))
99;(x + y);(x + (x + ((~ x) + (- (~ y)))))
100;(x + y);((x + (- (~ (x | (~ x))))) + y)
101;(x + y);(~ ((~ (x & (x ^ (~ x)))) + (- y)))
102;(x + y);((x | (x & (x | y))) + y)
103;(x + y);((x | (~ ((~ x) | y))) + y)
104;(x + y);((x | (x | (x & y))) + y)
105;(x + y);((x & (x | (x + (- y)))) + y)
106;(x + y);(~ ((~ (x | (x & (- y)))) + (- y)))
107;(x + y);(~ (x + (~ (x + (x + y)))))
108;(x + y);((~ (~ (x & (x | (- y))))) + y)
109;(x + y);(~ ((- x) + (~ ((x | (~ x)) & y))))
110;(x + y);((x + (- (~ (y ^ (~ y))))) + y)
111;(x + y);(x + ((~ (x ^ (~ x))) | y))
112;(x + y);((~ (x + (~ x))) + (x + y))
113;(x + y);((x + (~ y)) + (y + (- (~ y))))
114;(x + y);(x + (- ((- y) + (~ (y + (~ y))))))
115;(x + y);(x + ((~ (x | (~ (x & y)))) | y))
116;(x + y);(x + (~ ((x ^ (~ x)) + (- y))))
117;(x + y);((~ (x ^ (y ^ (~ y)))) + y)
118;(x + y);((~ ((x ^ (~ y)) ^ y)) + y)
119;(x + y);(~ (- (x + (- (~ ((x & y) | y))))))
120;(x + y);(~ ((~ (x + y)) | (~ (y | (~ y)))))
121;(x + y);(x + (~ (~ ((x & y) | y))))
122;(x + y);(x + (- ((- y) | (y & (~ y)))))
123;(x + y);(x + ((~ x) ^ (~ (x ^ y))))
124;(x + y);(((~ ((~ x) + (- y))) + (- y)) + y)
125;(x + y);(x + ((x | (~ (x & y))) & y))
126;(x + y);((x | (~ ((~ (x | y)) | y))) + y)
127;(x + y);(x + (~ (~ ((x + (~ x)) & y))))
128;(x + y);(((~ x) + y) + (x + (- (~ x))))
129;(x + y);(x + (~ (y ^ (y | (~ y)))))
130;(x + y);((- (~ x)) + ((x + (~ x)) + y))
131;(x + y);((- ((- x) + (- y))) + (x & (~ x)))
132;(x + y);(((x ^ y) ^ y) + y)
133;(x + y);(~ (x + (- (x + (x + (- (~ y)))))))
134;(x + y);(x + ((~ (~ (x | (~ x)))) & y))
135;(x + y);(~ ((~ x) + (- ((x | y) & y))))
136;(x + y);(x + ((~ (~ (x & (~ x)))) ^ y))
137;(x + y);((x + (~ (y | (~ y)))) + y)
138;(x + y);(x + ((~ ((~ y) + (- y))) + (- y)))
139;(x + y);(x + (y & (~ ((~ y) & (- y)))))
140;(x + y);(~ ((x ^ (x | (~ x))) + (- y)))
141;(x + y);(x + ((x | (x ^ y)) & y))
142;(x + y);(- ((((- x) + (- y)) + y) + (- y)))
143;(x + y);(~ ((~ (x | (x & (~ x)))) + (- y)))
144;(x + y);(x + ((- (~ (x | (~ x)))) ^ y))
145;(x + y);((x + x) + (- (x + (- y))))
146;(x + y);(x + (~ (y ^ (y ^ (~ y)))))
147;(x + y);(x + ((~ (~ ((- x) & y))) | y))
148;(x + y);((~ (x | (~ x))) + (x + y))
149;(x + y);(- ((- x) + (y + (- (y + y)))))
150;(x + y);(~ (x ^ (x ^ ((~ x) + (- y)))))
151;(x + y);((x & (x | (~ (- y)))) + y)
152;(x + y);(((~ (x + y)) ^ (~ y)) ^ y)
153;(x + y);((x & (x & (x | y))) + y)
154;(x + y);(x + (y + (- (~ (y | (~ y))))))
155;(x + y);(x + ((x ^ (~ x)) ^ (~ y)))
156;(x + y);(- (x + (- (x + (- ((- x) + (- y)))))))
157;(x + y);(((~ x) + (- (~ (x + x)))) + y)
158;(x + y);((~ ((- x) + (~ (x & (~ x))))) + y)
159;(x + y);(- ((- ((x ^ y) ^ y)) + (- y)))
160;(x + y);(x + ((- (~ x)) + ((~ x) + y)))
161;(x + y);(((x ^ (~ y)) ^ (~ y)) + y)
162;(x + y);((x | (~ (y | (~ y)))) + y)
163;(x + y);(((~ ((~ x) + y)) + y) + y)
164;(x + y);(((~ x) + (- y)) ^ (y + (~ y)))
165;(x + y);(~ ((~ x) + (x + (- (x + y)))))
166;(x + y);(x + (((- x) + (x | y)) | y))
167;(x + y);((x + (~ ((~ (x & y)) | y))) + y)
168;(x + y);(x + ((~ (x | (~ y))) | y))
169;(x + y);(x + (~ ((x | (~ x)) + (- y))))
170;(x + y);((~ ((~ x) & (~ (x & (~ y))))) + y)
171;(x + y);((x | (x ^ (x & y))) + y)
172;(x + y);(x + ((~ (x | (~ x))) | y))
173;(x + y);((~ (- x)) + (- (~ ((x & y) | y))))
174;(x + y);(x + (y | ((- y) + (y + y))))
175;(x + y);((~ (x & (~ x))) ^ (~ (x + y)))
176;(x + y);((- (~ x)) + ((x ^ (~ x)) + y))
177;(x + y);((x | (- (~ (y | (~ y))))) + y)
178;(x + y);((x + y) & (~ (y & (~ y))))
179;(x + y);(x + ((~ x) + (- ((~ x) + (- y)))))
180;(x + y);((~ (~ (x & (~ (~ (x | y)))))) + y)
181;(x + y);(~ ((- x) + (~ ((~ (~ (x & y))) | y))))
182;(x + y);(x + (~ (~ (y | (y & (~ y))))))
183;(x + y);((x + y) ^ (- (y & (~ y))))
184;(x + y);(~ (((~ x) + (- y)) & (y + (~ y))))
185;(x + y);(x + (((- x) & y) | y))
186;(x + y);(x + (y & (~ (~ (y | (~ y))))))
187;(x + y);((~ (x & (~ x))) + (- (~ (x + y))))
188;(x + y);(x + (- ((- (~ y)) + ((~ y) + (- y)))))
189;(x + y);((~ x) + (- (~ ((x + x) + y))))
190;(x + y);(x ^ (x ^ (x + y)))
191;(x + y);(~ ((((~ x) ^ y) ^ y) + (- y)))
192;(x + y);(~ ((- x) + (~ ((- x) + (x + y)))))
193;(x + y);((x | ((~ (x | y)) & y)) + y)
194;(x + y);(((- x) + (~ y)) ^ (x ^ (~ x)))
195;(x + y);(~ ((- x) + (x + ((~ x) + (- y)))))
196;(x + y);(x + ((- x) + (~ ((- x) + (~ y)))))
197;(x + y);((x + (- (~ y))) + (~ (y & (~ y))))
198;(x + y);((x & (x & y)) + (x | y))
199;(x + y);((x & (x | (- y))) + y)
200;(x + y);(x + ((x + (~ x)) & y))
201;(x + y);(((x + y) + (- y)) + y)
202;(x + y);((~ ((~ x) + (- (y + y)))) + (- y))
203;(x + y);(~ ((~ (x & (y | (~ y)))) + (- y)))
204;(x + y);((x & (x | (~ y))) + y)
205;(x + y);(x + ((~ (~ (x & y))) | y))
206;(x + y);(x + ((x ^ (x ^ y)) | y))
207;(x + y);(x + (~ (~ ((~ (x | (~ x))) | y))))
208;(x + y);(x + (- (((~ (x | y)) & y) + (- y))))
209;(x + y);(~ ((~ (x | (~ (~ (x & y))))) + (- y)))
210;(x + y);(x + (- (~ (x + (~ (x + (- y)))))))
211;(x + y);(~ (x + (- (x + ((- (~ x)) + y)))))
212;(x + y);(~ ((((~ x) + (- y)) + y) + (- y)))
213;(x + y);((~ (~ (x & (x | y)))) + y)
214;(x + y);(x + (- (~ (y + (y ^ (~ y))))))
215;(x + y);(x + (((~ (x | y)) + y) & y))
216;(x + y);(x + (- (((- (~ x)) + (~ y)) + (- x))))
217;(x + y);(~ (x + ((~ (x + x)) + (- y))))
218;(x + y);(x + (y ^ (~ (y | (~ y)))))
219;(x + y);(~ ((- x) + (~ ((x + (~ x)) & y))))
220;(x + y);(x + (- (~ ((x ^ (~ x)) + y))))
221;(x + y);(x + (y ^ (- (~ (y | (~ y))))))
222;(x + y);((~ ((~ x) & (~ (x & (- y))))) + y)
223;(x + y);(- ((- ((x + (- y)) + y)) + (- y)))
224;(x + y);(x + ((~ (x + (~ x))) ^ y))
225;(x + y);(~ ((x ^ (~ x)) & (~ (x + y))))
226;(x + y);(x + (y + (~ (y | (~ y)))))
227;(x + y);(- ((~ (x | (~ x))) + (- (x + y))))
228;(x + y);((~ ((x + y) ^ (~ y))) ^ y)
229;(x + y);(x + (((x & y) | y) & y))
230;(x + y);(~ ((~ x) + (y + (- (y + y)))))
231;(x + y);(- ((((- x) + (- y)) + (- y)) + y))
232;(x + y);(x + (- ((~ x) + (- ((~ x) + y)))))
233;(x + y);((- ((~ x) + (- y))) + (x + (~ x)))
234;(x + y);(x + ((~ (x | (~ (x | y)))) | y))
235;(x + y);(~ (((- x) + (~ y)) | (~ (x | (~ x)))))
236;(x + y);((x & ((x + (- y)) + y)) + y)
237;(x + y);((x & (~ (y & (~ y)))) + y)
238;(x + y);(- (x + (- ((x + x) + y))))
239;(x + y);(~ (x + (- ((x + (- (~ x))) + y))))
240;(x + y);((~ ((~ (x + (- y))) + (- y))) + y)
241;(x + y);(~ ((x ^ (x ^ (~ x))) + (- y)))
242;(x + y);(x + (((x + x) & y) | y))
243;(x + y);((x + (~ y)) + (- ((~ y) + (- y))))
244;(x + y);((x | (~ (~ (x & (- y))))) + y)
245;(x + y);((- (x & (~ (x | y)))) + (x + y))
246;(x + y);((x + (- (~ (y | (~ y))))) + y)
247;(x + y);(~ (((- x) + (~ (x & (~ x)))) + (- y)))
248;(x + y);(x + (((~ (x | y)) | y) & y))
249;(x + y);((~ x) + (- ((~ (x + x)) + (- y))))
250;(x + y);(((- ((- x) + (- y))) + (- y)) + y)
251;(x + y);((x | (~ (~ (x & (~ y))))) + y)
252;(x + y);(x + (x + (~ (x + (~ y)))))
253;(x + y);((- ((- (x + y)) + y)) + y)
254;(x + y);((~ (x ^ (x ^ (~ x)))) + y)
255;(x + y);(~ (x + (- ((- (~ (x + x))) + y))))
256;(x + y);(((- x) + (~ y)) ^ (~ (x & (~ x))))
257;(x + y);((~ (~ (x & (~ x)))) | (x + y))
258;(x + y);(x + (- ((- y) & (~ (y & (~ y))))))
259;(x + y);(~ ((~ (x | (~ ((~ x) | y)))) + (- y)))
260;(x + y);(~ (~ ((x + y) & (y | (~ y)))))
261;(x + y);((x & (~ (~ (x | (~ y))))) + y)
262;(x + y);((~ (x | (~ x))) | (x + y))
263;(x + y);(~ ((~ (x | (y & (~ y)))) + (- y)))
264;(x + y);(~ (((~ x) + (- y)) & (x | (~ x))))
265;(x + y);((x & (~ ((x ^ y) & y))) + y)
266;(x + y);(x + (- (~ ((x | (~ x)) + y))))
267;(x + y);(x + (~ ((- y) + (~ (y & (~ y))))))
268;(x + y);(x + (((- (~ x)) | y) & y))
269;(x + y);(x + (- (y + (- (y + y)))))
270;(x + y);((x + y) + (~ (y ^ (~ y))))
271;(x + y);(~ ((~ x) ^ (x ^ (x + y))))
272;(x + y);((~ (x ^ (y | (~ y)))) + y)
273;(x + y);((- (~ x)) + (x + ((~ x) + y)))
274;(x + y);(x + ((- ((~ (x | y)) & y)) + y))
275;(x + y);((~ ((- x) + (x | (~ x)))) + y)
276;(x + y);(x + ((x & (~ (x | y))) + y))
277;(x + y);(x + ((- y) + (- ((- y) + (- y)))))
278;(x + y);(x + (~ (x ^ (~ (x ^ y)))))
279;(x + y);(x + (y & ((- y) + (y + y))))
280;(x + y);((- x) + (x + (~ ((- x) + (~ y)))))
281;(x + y);((x | (~ (y + (~ y)))) + y)
282;(x + y);(x + (~ ((~ (x & (~ x))) + (- y))))
283;(x + y);(((- (~ x)) + (~ (x & (~ x)))) + y)
284;(x + y);(~ ((~ (x | (x & (- x)))) + (- y)))
285;(x + y);((~ ((~ x) & (~ (x & (~ x))))) + y)
286;(x + y);(x + (- ((x + (~ x)) & (- y))))
287;(x + y);(((- (~ x)) + (x | (~ x))) + y)
288;(x + y);(~ ((- x) + (~ (x + ((- x) + y)))))
289;(x + y);((- ((~ x) + (- y))) + (x ^ (~ x)))
290;(x + y);(x + ((x | (~ x)) + (- (~ y))))
291;(x + y);((x + (~ ((~ y) + (- y)))) + (- y))
292;(x + y);(x + (~ ((~ y) & (y ^ (~ y)))))
293;(x + y);(~ ((~ (x & (~ x))) + (- (x + y))))
294;(x + y);((x | (~ x)) & (x + y))
295;(x + y);((x + (- y)) + (y + y))
296;(x + y);((~ x) + ((- (~ x)) + (x + y)))
297;(x + y);(x ^ ((~ x) ^ ((~ x) + (- y))))
298;(x + y);((x | (x & (- (~ x)))) + y)
299;(x + y);((- (~ (x ^ (~ x)))) + (x + y))
300;(x + y);(x + (y | (- (y & (~ y)))))
301;(x + y);((x + y) | (- (y & (~ y))))
302;(x + y);((~ (x & (~ x))) & (x + y))
303;(x + y);(((~ (x ^ y)) ^ (~ y)) + y)
304;(x + y);(x + ((~ (~ (x | y))) & y))
305;(x + y);(x + (y + (- (~ (y + (~ y))))))
306;(x + y);(x + (- ((- x) + (x + (- y)))))
307;(x + y);(x + ((- (x & (~ x))) | y))
308;(x + y);(x + (~ (~ (((- x) & y) | y))))
309;(x + y);(((x + (- y)) + y) + y)
310;(x + y);(x + (~ ((x + (~ x)) & (~ y))))
311;(x + y);(x + (~ (x + (- ((- (~ x)) + y)))))
312;(x + y);((- ((- x) + (~ y))) + (x | (~ x)))
313;(x + y);((- ((~ x) + (- x))) + ((~ x) + y))
314;(x + y);((- ((- x) + (- x))) + ((- x) + y))
315;(x + y);(x + (- ((~ (x | (~ x))) ^ (- y))))
316;(x + y);((x & (x | (y + y))) + y)
317;(x + y);((~ (x + y)) ^ (y + (~ y)))
318;(x + y);(x + (y & (y | (~ y))))
319;(x + y);(x + (y ^ (~ (y + (~ y)))))
320;(x + y);(~ (((~ x) + (- y)) & (y ^ (~ y))))
321;(x + y);(- (x ^ (x ^ (- (x + y)))))
322;(x + y);(~ ((- x) + ((x ^ (~ x)) + (- y))))
323;(x + y);(x + (- ((~ y) + (- (y + (~ y))))))
324;(x + y);(~ (((~ x) + (- y)) & (y | (~ y))))
325;(x + y);((~ (x ^ (y + (~ y)))) + y)
326;(x + y);(~ ((~ (x + y)) | (y & (~ y))))
327;(x + y);((x ^ (- (~ (x | (~ x))))) + y)
328;(x + y);((- (x & (~ x))) | (x + y))
329;(x + y);((~ (- (x & y))) + (- (~ (x | y))))
330;(x + y);(x + (~ (~ ((~ (x & (~ x))) & y))))
331;(x + y);((x & (x | (x | y))) + y)
332;(x + y);(~ (((- x) + (~ y)) & (x | (~ x))))
333;(x + y);((x + y) + (- (~ ((~ (x & y)) | y))))
334;(x + y);(x + ((- (~ y)) + (y ^ (~ y))))
335;(x + y);((x & (- (x & (- x)))) + y)
336;(x + y);((x + y) & (~ ((~ (x | y)) & y)))
337;(x + y);(x + (((x ^ y) | y) & y))
338;(x + y);(x + ((- x) ^ ((- x) ^ y)))
339;(x + y);((~ ((~ x) & (x | (~ x)))) + y)
340;(x + y);(x + (- ((~ (x & (~ x))) & (- y))))
341;(x + y);(~ (- (~ ((~ (- (~ x))) + (- y)))))
342;(x + y);(x + ((~ ((~ (x & y)) | y)) | y))
343;(x + y);(x ^ (~ (x ^ (~ (x + y)))))
344;(x + y);((x & (~ x)) ^ (x + y))
345;(x + y);(x + (~ (~ ((x | (~ x)) & y))))
346;(x + y);((x & (x | (~ (- x)))) + y)
347;(x + y);((~ (~ (x & (y ^ (~ y))))) + y)
348;(x + y);(~ ((- x) + (x ^ ((~ x) ^ y))))
349;(x + y);(~ ((- x) + ((~ (x & (~ x))) + (- y))))
350;(x + y);((x | (x + y)) & (x + y))
351;(x + y);((x & (x | (~ x))) + y)
352;(x + y);(x + (~ (y + (~ (y + y)))))
353;(x + y);(x + (- ((~ (x | (~ x))) + (- y))))
354;(x + y);((~ ((~ x) & (x + (~ x)))) + y)
355;(x + y);(x + (((~ (x & y)) & y) | y))
356;(x + y);((x ^ (~ (y ^ (~ y)))) + y)
357;(x + y);(x + (~ ((- y) + (y + (~ y)))))
358;(x + y);(x + (~ ((x & (~ y)) | (~ y))))
359;(x + y);((~ ((~ (x + y)) + y)) + y)
360;(x + y);(- (x ^ (x ^ ((- x) + (- y)))))
361;(x + y);((- x) + (- (((- x) + (- x)) + (- y))))
362;(x + y);((x + (- (x & (~ x)))) + y)
363;(x + y);((- x) + (- ((- x) + ((- x) + (- y)))))
364;(x + y);(x + ((~ x) + ((- (~ x)) + y)))
365;(x + y);(x + ((((- x) + y) & y) | y))
366;(x + y);((x | (y & (~ y))) + y)
367;(x + y);(~ ((~ (x & (~ ((~ x) & y)))) + (- y)))
368;(x + y);(x + (x + (- (~ ((~ x) + y)))))
369;(x + y);(x + ((x | (~ x)) ^ (~ y)))
370;(x + y);(((~ x) + (- ((~ x) + (- x)))) + y)
371;(x + y);((- (~ x)) + (~ (x + (- (x + y)))))
372;(x + y);((x & (x | (- (~ y)))) + y)
373;(x + y);(x + (~ ((~ (x | y)) | (~ y))))
374;(x + y);((- x) + ((x + x) + y))
375;(x + y);(x + (y | (y & (~ y))))
376;(x + y);(x + (- ((x | (~ x)) & (- y))))
377;(x + y);((- ((- x) + (~ y))) + (x + (~ x)))
378;(x + y);((~ (x ^ (x | (~ x)))) + y)
379;(x + y);(~ ((~ (x + y)) & (y ^ (~ y))))
380;(x + y);((~ (x | (~ x))) ^ (x + y))
381;(x + y);(x + (x ^ (~ ((~ x) ^ y))))
382;(x + y);((~ (~ (x & y))) + (~ (~ (x | y))))
383;(x + y);((~ x) ^ (~ (x ^ (x + y))))
384;(x + y);((x + y) | (y & (~ y)))
385;(x + y);((x + y) & (~ (~ (y | (~ y)))))
386;(x + y);(x + ((x + (- (x + (- y)))) & y))
387;(x + y);((~ (x + y)) ^ (y ^ (~ y)))
388;(x + y);((x | (x & y)) + y)
389;(x + y);(~ ((~ (((~ x) | y) & y)) + (- x)))
390;(x + y);((x ^ ((~ (x | y)) & y)) + y)
391;(x + y);((~ ((~ x) & ((~ x) | y))) + y)
392;(x + y);(x + (~ ((~ ((~ x) & y)) & (~ y))))
393;(x + y);((x | (~ (~ (x & (- x))))) + y)
394;(x + y);((- (~ x)) + ((~ x) + (x + y)))
395;(x + y);((x + y) | (~ (y + (~ y))))
396;(x + y);(~ ((~ (x | (~ (y | (~ y))))) + (- y)))
397;(x + y);((x + y) | (~ (~ (y & (~ y)))))
398;(x + y);((x & (x | (- (~ x)))) + y)
399;(x + y);(~ ((- (x | y)) + (~ (x & y))))
400;(x + y);(x + ((- (~ (~ (x & (~ x))))) + y))
401;(x + y);((x + (- (~ (x ^ (~ x))))) + y)
402;(x + y);((~ ((~ x) + y)) + (y + y))
403;(x + y);(~ (((~ x) + (- (y + y))) + y))
404;(x + y);(x + (~ ((~ y) | (~ (y | (~ y))))))
405;(x + y);(~ ((~ (x + (y + y))) + y))
406;(x + y);(~ (x ^ (x ^ (~ (x + y)))))
407;(x + y);(~ ((~ x) + (- (x + ((- x) + y)))))
408;(x + y);(((~ x) ^ (y ^ (~ y))) + y)
409;(x + y);((~ x) + (- (~ (x + (x + y)))))
410;(x + y);((~ ((~ x) & (~ (x & y)))) + y)
411;(x + y);((x & ((x + y) + (- y))) + y)
412;(x + y);(~ ((- x) + ((x | (~ x)) ^ y)))
413;(x + y);(x + (~ (y + (- (y + (- (~ y)))))))
414;(x + y);(- ((- (x & (x | y))) + (- y)))
415;(x + y);(((x + y) + y) + (- y))
416;(x + y);(x + (~ (x ^ ((~ x) ^ y))))
417;(x + y);((x | ((x | y) + (- y))) + y)
418;(x + y);(~ ((- x) + (~ ((~ (x & (~ y))) & y))))
419;(x + y);(((- ((- x) + (- y))) ^ y) ^ y)
420;(x + y);(x + (((- (x & y)) + y) | y))
421;(x + y);((x & (x | (~ (x & y)))) + y)
422;(x + y);((x ^ (~ (y | (~ y)))) + y)
423;(x + y);((~ x) ^ (x ^ (~ (x + y))))
424;(x + y);((x + y) + (- (~ (y + (~ y)))))
425;(x + y);(~ (((~ x) + (- y)) | (x & (~ x))))
426;(x + y);(((~ x) ^ (~ (x & (~ x)))) + y)
427;(x + y);((~ ((~ x) + (- x))) + (- (x + (- y))))
428;(x + y);((x ^ (~ (x | (~ (x & y))))) + y)
429;(x + y);(x + ((~ (x | (~ (x & y)))) ^ y))
430;(x + y);((~ (~ (x & (~ x)))) ^ (x + y))
431;(x + y);(- (x + ((- x) + ((- x) + (- y)))))
432;(x + y);((- (~ x)) + ((x | (~ x)) + y))
433;(x + y);(x + ((~ ((~ x) + (- y))) + (- x)))
434;(x + y);(~ (~ ((x + y) & (~ (y & (~ y))))))
435;(x + y);(x + (~ (~ (((~ x) & y) | y))))
436;(x + y);(x + ((- y) ^ (y ^ (- y))))
437;(x + y);(x + ((((- x) + y) | y) & y))
438;(x + y);(((~ ((~ x) ^ y)) ^ y) + y)
439;(x + y);((~ ((- x) + (x + (~ x)))) + y)
440;(x + y);(- ((((- x) + y) + (- y)) + (- y)))
441;(x + y);(~ (x + (- (x + (- (~ (x + y)))))))
442;(x + y);(x + (- ((- y) + (- (~ (y | (~ y)))))))
443;(x + y);(((- ((- x) + y)) + y) + y)
444;(x + y);(x + (((- (~ x)) & y) | y))
445;(x + y);(x + (~ ((~ (x & (~ x))) & (~ y))))
446;(x + y);((~ ((~ x) | (~ (x | y)))) + y)
447;(x + y);(((- x) + (x + x)) + y)
448;(x + y);(~ (x + (((~ x) + (- y)) + (- x))))
449;(x + y);(((~ x) ^ (y + (~ y))) + y)
450;(x + y);(x + (((~ (- x)) & y) | y))
451;(x + y);(~ (- ((x & y) + (- (~ (x | y))))))
452;(x + y);((~ ((~ x) | (~ (y | (~ y))))) + y)
453;(x + y);((- (~ (x | (~ x)))) ^ (x + y))
454;(x + y);((x + y) + (- (~ (y | (~ y)))))
455;(x + y);(x + ((- (~ (x | (~ x)))) | y))
456;(x + y);(x + ((~ y) ^ (~ (y & (~ y)))))
457;(x + y);((~ x) ^ (x ^ ((~ x) + (- y))))
458;(x + y);((~ (x | (~ (x & y)))) + (x + y))
459;(x + y);((- (~ (x + (~ x)))) + (x + y))
460;(x + y);(- ((- (x | y)) + (- (x & y))))
461;(x + y);(x + ((x + (~ x)) + (- (~ y))))
462;(x + y);(((- ((- x) + (- y))) + y) + (- y))
463;(x + y);(~ ((x ^ (y ^ (~ y))) + (- y)))
464;(x + y);((- (x + (- (x + x)))) + y)
